latitude,longitude,city,loc
49.3502132689972,1.320906860053714,Radepont,"{""geometry"": {""lat"": 49.348573, ""lng"": 1.323073}, ""formatted"": ""2198 Rue de la Republique, 27380 Radepont, France"", ""components"": {""city"": ""Radepont"", ""road"": ""Rue de la Republique"", ""_type"": ""building"", ""state"": ""Normandie"", ""county"": ""Eure"", ""country"": ""France"", ""postcode"": ""27380"", ""_category"": ""building"", ""continent"": ""Europe"", ""ISO_3166-2"": [""FR-NOR"", ""FR-27""], ""state_code"": ""NOR"", ""country_code"": ""fr"", ""house_number"": ""2198"", ""local_authority"": ""Communauté de communes Lyons Andelle"", ""political_union"": ""European Union"", ""_normalized_city"": ""Radepont"", ""ISO_3166-1_alpha-2"": ""FR"", ""ISO_3166-1_alpha-3"": ""FRA""}, ""confidence"": 10, ""annotations"": {""pips"": 1}, ""distance_from_q"": {""meters"": 240}}"
48.59666010427712,1.4634452566107488,Serazereux,"{""bounds"": {""northeast"": {""lat"": 48.593487, ""lng"": 1.4863657}, ""southwest"": {""lat"": 48.5894396, ""lng"": 1.4500136}}, ""geometry"": {""lat"": 48.5912352, ""lng"": 1.4617321}, ""formatted"": ""D 104, 28170 Serazereux, France"", ""components"": {""road"": ""D 104"", ""_type"": ""road"", ""state"": ""Centre-Val de Loire"", ""county"": ""Eure-et-Loir"", ""hamlet"": ""Bouconville"", ""region"": ""France métropolitaine"", ""country"": ""France"", ""village"": ""Serazereux"", ""postcode"": ""28170"", ""_category"": ""road"", ""continent"": ""Europe"", ""road_type"": ""tertiary"", ""ISO_3166-2"": [""FR-CVL"", ""FR-28""], ""state_code"": ""CVL"", ""country_code"": ""fr"", ""municipality"": ""Dreux"", ""road_reference"": ""D 104"", ""local_authority"": ""Agglo du Pays de Dreux"", ""political_union"": ""European Union"", ""_normalized_city"": ""Serazereux"", ""ISO_3166-1_alpha-2"": ""FR"", ""ISO_3166-1_alpha-3"": ""FRA""}, ""confidence"": 8, ""annotations"": {""pips"": 1}, ""distance_from_q"": {""meters"": 616}}"
48.74324192933437,2.5484530215398613,Marolles-en-Brie,"{""geometry"": {""lat"": 48.739667, ""lng"": 2.551548}, ""formatted"": ""8 Rue des Marechaux Ferrants, 94440 Marolles-en-Brie, France"", ""components"": {""city"": ""Marolles-en-Brie"", ""road"": ""Rue des Marechaux Ferrants"", ""_type"": ""building"", ""state"": ""Île-de-France"", ""county"": ""Val-de-Marne"", ""country"": ""France"", ""postcode"": ""94440"", ""_category"": ""building"", ""continent"": ""Europe"", ""ISO_3166-2"": [""FR-IDF"", ""FR-94""], ""state_code"": ""IDF"", ""country_code"": ""fr"", ""house_number"": ""8"", ""local_authority"": ""Métropole du Grand Paris"", ""political_union"": ""European Union"", ""_normalized_city"": ""Marolles-en-Brie"", ""ISO_3166-1_alpha-2"": ""FR"", ""ISO_3166-1_alpha-3"": ""FRA""}, ""confidence"": 10, ""annotations"": {""pips"": 1}, ""distance_from_q"": {""meters"": 457}}"
48.461465088468465,2.393975678563977,Guigneville-sur-Essonne,"{""bounds"": {""northeast"": {""lat"": 48.4718433, ""lng"": 2.4056447}, ""southwest"": {""lat"": 48.4649644, ""lng"": 2.3622845}}, ""geometry"": {""lat"": 48.4666334, ""lng"": 2.393345}, ""formatted"": ""unnamed road, 91590 Guigneville-sur-Essonne, France"", ""components"": {""road"": ""unnamed road"", ""_type"": ""road"", ""state"": ""Île-de-France"", ""county"": ""Essonne"", ""region"": ""France métropolitaine"", ""country"": ""France"", ""village"": ""Guigneville-sur-Essonne"", ""postcode"": ""91590"", ""_category"": ""road"", ""continent"": ""Europe"", ""ISO_3166-2"": [""FR-IDF"", ""FR-91""], ""state_code"": ""IDF"", ""country_code"": ""fr"", ""municipality"": ""Étampes"", ""local_authority"": ""Communauté de communes du Val d'Essonne"", ""political_union"": ""European Union"", ""_normalized_city"": ""Guigneville-sur-Essonne"", ""ISO_3166-1_alpha-2"": ""FR"", ""ISO_3166-1_alpha-3"": ""FRA""}, ""confidence"": 7, ""annotations"": {""pips"": 1}, ""distance_from_q"": {""meters"": 576}}"
48.412598504784924,2.2127829783574278,Morigny-Champigny,"{""geometry"": {""lat"": 48.410892, ""lng"": 2.21542}, ""formatted"": ""1 Rue de la Tourelle, 91150 Morigny-Champigny, France"", ""components"": {""city"": ""Morigny-Champigny"", ""road"": ""Rue de la Tourelle"", ""_type"": ""building"", ""state"": ""Île-de-France"", ""county"": ""Essonne"", ""country"": ""France"", ""postcode"": ""91150"", ""_category"": ""building"", ""continent"": ""Europe"", ""ISO_3166-2"": [""FR-IDF"", ""FR-91""], ""state_code"": ""IDF"", ""country_code"": ""fr"", ""house_number"": ""1"", ""local_authority"": ""Communauté d'agglomération de l'Étampois Sud-Essonne"", ""political_union"": ""European Union"", ""_normalized_city"": ""Morigny-Champigny"", ""ISO_3166-1_alpha-2"": ""FR"", ""ISO_3166-1_alpha-3"": ""FRA""}, ""confidence"": 10, ""annotations"": {""pips"": 1}, ""distance_from_q"": {""meters"": 271}}"
48.52819316238878,3.463002063599891,Saint-Nicolas-la-Chapelle,"{""geometry"": {""lat"": 48.529539, ""lng"": 3.463674}, ""formatted"": ""1bis Grande Rue, 10400 Saint-Nicolas-la-Chapelle, France"", ""components"": {""city"": ""Saint-Nicolas-la-Chapelle"", ""road"": ""Grande Rue"", ""_type"": ""building"", ""state"": ""Grand Est"", ""county"": ""Aube"", ""country"": ""France"", ""postcode"": ""10400"", ""_category"": ""building"", ""continent"": ""Europe"", ""ISO_3166-2"": [""FR-GES"", ""FR-10""], ""state_code"": ""GES"", ""country_code"": ""fr"", ""house_number"": ""1bis"", ""local_authority"": ""Communauté de communes du Nogentais"", ""political_union"": ""European Union"", ""_normalized_city"": ""Saint-Nicolas-la-Chapelle"", ""ISO_3166-1_alpha-2"": ""FR"", ""ISO_3166-1_alpha-3"": ""FRA""}, ""confidence"": 10, ""annotations"": {""pips"": 1}, ""distance_from_q"": {""meters"": 157}}"
48.84820517211588,2.0878812163305716,Bailly,"{""bounds"": {""northeast"": {""lat"": 48.855829, ""lng"": 2.0958424}, ""southwest"": {""lat"": 48.8454214, ""lng"": 2.0864217}}, ""geometry"": {""lat"": 48.8478719, ""lng"": 2.0883425}, ""formatted"": ""Route de Maintenon, 78870 Bailly, France"", ""components"": {""road"": ""Route de Maintenon"", ""_type"": ""road"", ""state"": ""Île-de-France"", ""county"": ""Yvelines"", ""region"": ""France métropolitaine"", ""country"": ""France"", ""village"": ""Bailly"", ""postcode"": ""78870"", ""_category"": ""road"", ""continent"": ""Europe"", ""ISO_3166-2"": [""FR-IDF"", ""FR-78""], ""state_code"": ""IDF"", ""country_code"": ""fr"", ""municipality"": ""Versailles"", ""local_authority"": ""Communauté d'agglomération Versailles Grand Parc"", ""political_union"": ""European Union"", ""_normalized_city"": ""Bailly"", ""ISO_3166-1_alpha-2"": ""FR"", ""ISO_3166-1_alpha-3"": ""FRA""}, ""confidence"": 9, ""annotations"": {""pips"": 1}, ""distance_from_q"": {""meters"": 50}}"
49.5582784437707,2.4685465848617336,Saint-Just-en-Chaussée,"{""bounds"": {""northeast"": {""lat"": 49.5728081, ""lng"": 2.5351912}, ""southwest"": {""lat"": 49.4259156, ""lng"": 2.2946128}}, ""geometry"": {""lat"": 49.4995601, ""lng"": 2.4079502}, ""formatted"": ""60130 Saint-Just-en-Chaussée, France"", ""components"": {""_type"": ""village"", ""state"": ""Hauts-de-France"", ""county"": ""Oise"", ""region"": ""France métropolitaine"", ""country"": ""France"", ""village"": ""Saint-Just-en-Chaussée"", ""postcode"": ""60130"", ""_category"": ""place"", ""continent"": ""Europe"", ""ISO_3166-2"": [""FR-HDF"", ""FR-60""], ""state_code"": ""HDF"", ""country_code"": ""fr"", ""municipality"": ""Clermont"", ""local_authority"": ""Communauté de communes du Plateau Picard"", ""political_union"": ""European Union"", ""_normalized_city"": ""Saint-Just-en-Chaussée"", ""ISO_3166-1_alpha-2"": ""FR"", ""ISO_3166-1_alpha-3"": ""FRA""}, ""confidence"": 5, ""annotations"": {""pips"": 1}, ""distance_from_q"": {""meters"": 7857}}"
48.22063430507737,2.6965429537003924,Bougligny,"{""bounds"": {""northeast"": {""lat"": 48.2166109, ""lng"": 2.6998479}, ""southwest"": {""lat"": 48.1966109, ""lng"": 2.6798479}}, ""geometry"": {""lat"": 48.2066109, ""lng"": 2.6898479}, ""formatted"": ""77570 Bougligny, France"", ""components"": {""_type"": ""hamlet"", ""state"": ""Île-de-France"", ""county"": ""Seine-et-Marne"", ""region"": ""France métropolitaine"", ""country"": ""France"", ""village"": ""Bougligny"", ""locality"": ""Corbeval"", ""postcode"": ""77570"", ""_category"": ""place"", ""continent"": ""Europe"", ""ISO_3166-2"": [""FR-IDF"", ""FR-77""], ""state_code"": ""IDF"", ""country_code"": ""fr"", ""municipality"": ""Fontainebleau"", ""local_authority"": ""Communauté de communes Gâtinais Val de Loing"", ""political_union"": ""European Union"", ""_normalized_city"": ""Bougligny"", ""ISO_3166-1_alpha-2"": ""FR"", ""ISO_3166-1_alpha-3"": ""FRA""}, ""confidence"": 8, ""annotations"": {""pips"": 1}, ""distance_from_q"": {""meters"": 1636}}"
48.23906964303687,1.4819918021859213,Le Gault-Saint-Denis,"{""geometry"": {""lat"": 48.240079, ""lng"": 1.482742}, ""formatted"": ""45 Rue de la Chardonnière, 28800 Le Gault-Saint-Denis, France"", ""components"": {""city"": ""Le Gault-Saint-Denis"", ""road"": ""Rue de la Chardonnière"", ""_type"": ""building"", ""state"": ""Centre-Val de Loire"", ""county"": ""Eure-et-Loir"", ""country"": ""France"", ""postcode"": ""28800"", ""_category"": ""building"", ""continent"": ""Europe"", ""ISO_3166-2"": [""FR-CVL"", ""FR-28""], ""state_code"": ""CVL"", ""country_code"": ""fr"", ""house_number"": ""45"", ""local_authority"": ""Communauté de communes du Bonnevalais"", ""political_union"": ""European Union"", ""_normalized_city"": ""Le Gault-Saint-Denis"", ""ISO_3166-1_alpha-2"": ""FR"", ""ISO_3166-1_alpha-3"": ""FRA""}, ""confidence"": 10, ""annotations"": {""pips"": 1}, ""distance_from_q"": {""meters"": 125}}"
